smiles,rt
COC(=O)N1CCN(C(C1)CN2CCCC2)C(=O)CC3=CC(=C(C=C3)Cl)Cl,2.56
CN1C2CCCC1CC(C2)NC(=O)C3=NN(C4=CC=CC=C43)C,4.12
C(C(=O)[O-])[NH+]=C(N)N,8.16
C1=NC2=C(N1)C(=O)N=C(N2)N,6.40
C1C2C(C(C(O2)N3C=NC4=C3NC(=NC4=O)N)O)OP(=O)(O1)O,8.39
CC1CC2C3CC(C4=CC(=O)C(=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C)Cl)F,1.12
C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,2.31
CC(=O)NCCCCCCNC(=O)C,1.50
CCCCCC(=O)O,4.89
CC(CCCCC(=O)NC1=CC=C(C=C1)C(F)(F)F)NCCC2=CN=CN2,5.30
C(CCN=C(N)N)CC(C(=O)O)N,9.34
C(CS)C(C(=O)O)N,9.58
C(CSSCCC(C(=O)O)N)C(C(=O)O)N,9.58
CC(C)(CCCC(CC(=O)OC)(C(=O)OC1C2C3=CC4=C(C=C3CCN5C2(CCC5)C=C1OC)OCO4)O)O,3.24
C(CO)C(C(=O)O)N,8.29
COC1=C(C=C(C=C1)CCN)OC,4.78
CC=C1C2CC3=C(C1(CC(=C2)C)N)C=CC(=O)N3,5.74
C1=CC=C(C=C1)CCC(=O)O,8.71
CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(=O)CC4,5.22
C1C(CNC1C(=O)O)O,8.14
C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O)O,5.58
CC1C(C(C(C(O1)OC2=C(OC3=C(C2=O)C(=CC(=C3CC=C(C)C)OC4C(C(C(C(O4)CO)O)O)O)O)C5=CC=C(C=C5)OC)O)O)O,4.74
CC1C(C(CC(O1)OC2CC(CC3=C(C4=C(C(=C23)O)C(=O)C5=CC=CC=C5C4=O)O)(C(=O)C)O)N)O,5.42
CC1=C(C(=O)C(=C(C1=O)OC)OC)CCCCCCCCCCO,0.96
CC(C(C1=CC=C(C=C1)O)O)N2CCC(CC2)CC3=CC=CC=C3,3.17
CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,5.36
C1=CN=CN1,4.53
C1=CC=C2C(=C1)C(=C3C(=O)C4=CC=CC=C4N3)C(=O)N2,1.07
CNC1CC(C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl,2.88
CC(C)(C)NC(=O)C1CN(CCN1CC(CC(CC2=CC=CC=C2)C(=O)NC3C(CC4=CC=CC=C34)O)O)CC5=CN=CC=C5,2.17
C1=CC=C2C(=C1)C(=CN2)CC(=O)N,1.36
C1=CC=C2C(=C1)C(=CN2)CO,1.24
C1=CC=C2C(=C1)C(=CN2)C=O,1.16
C1=CC=C2C(=C1)C(=CN2)C(=O)O,1.41
C1=CC=C2C(=C1)C(=CN2)CC(=O)C(=O)O,5.11
C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)O,2.25
CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,1.08
C1=NC(=O)C2=C(N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O,9.15
C1=NC(=O)C2=C(N1)N(C=N2)C3C(C(C(O3)CO)O)O,6.19
C1CCC2=C(C1)C(=C3CCCC3=N2)N,3.33
CC(C)OC1=CC2=C(C=C1)C(=O)C(=CO2)C3=CC=CC=C3,0.94
CCCCC1=NC2(CCCC2)C(=O)N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5,1.16
CCC1=C2C=C(C=CC2=NC3=C1CN4C3=CC5=C(C4=O)COC(=O)C5(CC)O)OC(=O)N6CCC(CC6)N7CCCCC7,5.03
C1=CC(=C(C=C1Cl)C2=NC(=NC(=N2)N)N)Cl,1.25
CC(C)CN,5.04
CC(C)C(=O)O,1.77
CCC(C)C(C(=O)[O-])[NH3+],7.18
CC(=CCNC1=NC=NC2=C1NC=N2)C,1.81
C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O)O,5.61
CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)OC)O)O)O)O)O)O,6.02
C1=NC2=C(NC1=O)NC(=NC2=O)N,6.41
CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC=CC3=NON=C32)C(=O)OC,0.95
CN(C)CCOC1=CC=C(C=C1)CNC(=O)C2=CC(=C(C=C2)OC)OC,3.65
CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5COC(O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl,0.97
CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC=C(C=C5)O)O)O)O)O)O)O,6.09
C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,1.40
CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl,1.73
CN1CCC(=C2C3=C(C(=O)CC4=CC=CC=C42)SC=C3)CC1,2.71
CC1CC=CC=CC(C(CC(C(C(C(CC(=O)O1)O)OC)OC2C(C(C(C(O2)C)OC3CC(C(C(O3)C)OC(=O)CC(C)C)(C)O)N(C)C)O)CC=O)C)O,2.04
C1=CC=C2C(=C1)C(=O)C=C(N2)C(=O)O,6.15
CS(=O)(=O)NC1=CC=C(C=C1)CC2=NOC(=N2)C3=CC4=C(C=C3)NC=C4CCN,5.25
CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2C=CC(=O)OC(C)(C)C)C(=O)OCC)C)C,0.94
CC(C(=O)N)O,1.74
C(C1C(C(C(C(O1)OC(C(CO)O)C(C(CO)O)O)O)O)O)O,8.99
C1C(OC(S1)CO)N2C=CC(=NC2=O)N,3.40
C1=CC(=C(C(=C1)Cl)Cl)C2=C(N=C(N=N2)N)N,1.98
CC(C)OC(=O)CCCC=CCC1C(CC(C1CCC(CCC2=CC=CC=C2)O)O)O,1.06
C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3,0.98
C1CSC2=NC(CN21)C3=CC=CC=C3,2.95
CCC(C(=O)N)N1CCCC1=O,1.45
C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,2.90
CCC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34,0.99
CCN1CCCC1CNC(=O)C2=C(C=CC(=C2)S(=O)(=O)N)OC,4.37
CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,1.97
CC(=CCCC(C)(C=C)O)C,0.97
CC(=O)NCC1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCOCC3)F,1.15
C1=CC=C(C=C1)N2C3=CC=CC=C3C(C2=O)(CC4=CC=NC=C4)CC5=CC=NC=C5,1.17
C1CSSC1CCCCC(=O)N,1.25
C1C(OC2=C(C1=O)C=CC(=C2)O)C3=CC=C(C=C3)O,1.30
CN1C(CCCC1CC(=O)C2=CC=CC=C2)CC(C3=CC=CC=C3)O,2.02
CN(CCCN1C2=CC=CC=C2CCC3=CC=CC=C31)CC(=O)C4=CC=C(C=C4)Cl,1.91
CC(C1=NCCN1)OC2=C(C=CC=C2Cl)Cl,2.65
COC1=C(C(=C(C=C1)CN2CCN(CC2)C(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F)OC)OC,1.70
CC(=O)CCCCN1C=NC2=C1C(=O)N(C(=O)N2C)C,1.09
CCOC(=O)N1CCC(=C2C3=C(CCC4=C2N=CC=C4)C=C(C=C3)Cl)CC1,1.11
C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O)Cl,1.33
CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)CO)Cl,1.27
CCOC(=O)OC1(CCC2C1(CC(C3C2CCC4=CC(=O)C=CC34C)O)C)C(=O)OCCl,0.97
CN1CCN(CC1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,2.18
CC(C1=CC=C(C=C1)CC2CCCC2=O)C(=O)O,1.09
C1=CN=C2C(=N1)C(=O)NC(=O)N2,2.49
C(CCN)CC(C(=O)O)N,9.54
CC1=C(C(=O)C=CO1)O,1.32
C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O,8.75
CNCCCC12CCC(C3=CC=CC=C31)C4=CC=CC=C24,2.66
CC1(C(N2C(S1)C(C2=O)N=CN3CCCCCC3)C(=O)O)C,4.28
CC1CC2C(CCC3(C2CCC3(C(=O)C)O)C)C4(C1=CC(=O)CC4)C,1.01
CC1=CC2C(CCC3(C2CCC3(C(=O)C)OC(=O)C)C)C4(C1=CC(=O)CC4)C,0.96
CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC,1.24
CC1CCN(CC1)CCCC(=O)C2=CC=C(C=C2)F,2.12
CC1=CC(=NC(=N1)N2C(=CC(=N2)C)OC)OC,1.03
CC1=C(C(=CC=C1)C)NC(=O)C2CCCCN2C,2.96
CCCC(C)(COC(=O)N)COC(=O)N,1.25
CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)C,4.24
CN(C)C(=N)N=C(N)N,5.44
CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2,2.00
CC1=CC=CC=C1N2C(=NC3=CC=CC=C3C2=O)C,1.10
CSCCC(C(=O)[O-])[NH3+],7.37
CCC#CC(C)C1(C(=O)NC(=O)N(C1=O)C)CC=C,6.90
CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O,7.67
CCC=CCC1C(CCC1=O)CC(=O)OC,1.04
CC(C(C)O)C(=O)O,6.22
COC(=O)CN,5.29
CC12CCC(=O)C=C1CCC3C2CCC4(C3CCC4(C)O)C,1.04
CCC1(C(=O)C(CNC1=O)C)CC,1.18
CC1=NC=C(N1CCO)[N+](=O)[O-],1.17
CCC(C)C(=O)OC1CCC=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O,0.99
CC1=NC=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4F,1.29
CC#CC1(CCC2C1(CC(C3=C4CCC(=O)C=C4CCC23)C5=CC=C(C=C5)N(C)C)C)O,1.00
C1C(C(C(C(N1CCO)CO)O)O)O,8.12
CCN(CC)C(=O)C1(CC1CN)C2=CC=CC=C2,3.23
CC1=C(C=C(C(=O)N1)C#N)C2=CC=NC=C2,1.60
CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4,3.08
CC(C)C1=CC2=C(C=C1)N(C(=C2SC(C)(C)C)CC(C)(C)C(=O)O)CC3=CC=C(C=C3)Cl,0.96
C1COCCN1CCNC(=O)C2=CC=C(C=C2)Cl,2.03
C1=CC=C(C=C1)C(C2=CC=CC=C2)S(=O)CC(=O)N,1.27
CCOC1=CC(=C(C=C1C(=O)NCC2CN(CCO2)CC3=CC=C(C=C3)F)Cl)N,1.24
COC1=C2C(=CC(=C1N3CC4CCC[NH2+]C4C3)F)C(=O)C(=CN2C5CC5)C(=O)[O-],4.69
CC1=NC(=C(C(=N1)Cl)NC2=NCCN2)OC,3.28
CC(C(=O)O)OC1C(C(OC(C1N)O)CO)O,8.28
C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,2.69
CN(C)C=O,1.29
C1=COC(=C1)C(=O)NCC(=O)O,4.01
CC(=O)NC1=CC2=C(C=C1)C3=CC=CC=C3C2,4.74
C1CC(C(C1)O)NC2=NC=NC3=C2N=CN3C4C(C(C(O4)CO)O)O,3.48
CC(=O)NC(CC(=O)O)C(=O)NC(CCC(=O)O)C(=O)O,8.11
CC(=O)N1CCCCCC1=O,2.30
CC(=O)NC(CS)C(=O)O,5.28
CC(=O)NC1C(C(C(OC1O)CO)O)O,7.06
CC(=O)NC(CCC(=O)O)C(=O)O,7.67
CC(=O)NC(CC1=CN=CN1)C(=O)O,8.07
CC(C)CC(C(=O)O)NC(=O)C,2.29
CC(=O)NC1C(C(C(OC1O)CO)O)O,7.01
CC(=O)NC1C(CC(OC1C(C(CO)O)O)(C(=O)O)O)O,9.26
CC(=O)NC(CO)C(=O)O,7.67
CNCCC1=CN=CN1,7.48
C1=CC=C(C=C1)COC(=O)NCC(=O)O,7.67
CC(C)CC(C(=O)O)NC(=O)OCC1=CC=CC=C1,1.28
C1=CC=C(C=C1)C=CC(=O)NCC(=O)O,2.95
CCC(C)(C)N=C(NC#N)NC1=CN=CC=C1,1.16
C1CCC(CC1)NC=O,1.20
CC(=O)NCCCCC(C(=O)O)N,8.03
CC(=O)NCCC(=O)C1=C(C=CC(=C1)OC)NC=O,1.32
CC(C)C(=O)NCC(=O)O,3.60
CC(C)CC(=O)NCC(=O)O,2.94
CC(C(=O)O)NC,7.67
CNC1=CC=CC=C1,1.06
CNC1=CC=CC=C1C(=O)O,1.22
CNC(CC(=O)O)C(=O)O,2.53
CNC(CCC(=O)O)C(=O)O,8.32
CCC(C)C(C(=O)O)NC,6.44
CN1CCC(C(C1)COC2=CC3=C(C=C2)OCO3)C4=CC=C(C=C4)F,2.20
C[NH2+]C(CC1=CC=CC=C1)C(=O)[O-],6.22
C[NH2+]C(CO)C(=O)[O-],8.03
CC(C(C(=O)[O-])[NH2+]C)O,7.68
CC(C)C(C(=O)[O-])[NH2+]C,6.99
CC(=O)NCCC1=CN=CN1,6.00
CNC1=NC(=O)C2=C(N1)N(C=N2)C3C(C(C(O3)CO)O)O,6.40
CC(=CCNC1=NC=NC2=C1N=CN2C3C(C(C(O3)CO)O)O)C,1.48
CCCCN1CCCC1CNC(=O)C2=C(C3=CC=CC=C3C(=C2)C#N)OC,2.05
COC1=CC=CC=C1N2CCN(CC2)CC(COC3=CC=CC4=CC=CC=C43)O,1.99
C1CC(C1)CN2CCC34C5C(CCC3(C2CC6=C4C(=C(C=C6)O)O5)O)O,5.25
C1CC1CN2CCC34C5C6=C(CC3(C2CC7=C4C(=C(C=C7)O)O5)O)C8=CC=CC=C8N6,4.45
CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34,1.06
CC1C(C(C(C(O1)OC2C(C(C(OC2OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC=C(C=C5)O)O)CO)O)O)O)O)O,5.61
CC(C)C1CCC(CC1)C(=O)NC(CC2=CC=CC=C2)C(=O)O,1.30
CCC1=NN(C(=O)N1CCOC2=CC=CC=C2)CCCN3CCN(CC3)C4=CC(=CC=C4)Cl,1.88
CC1=C(C=CC=C1O)C(=O)NC(CSC2=CC=CC=C2)C(CN3CC4CCCCC4CC3C(=O)NC(C)(C)C)O,1.55
CC(=CCCC(=CCOC(=O)C)C)C,0.99
C1=CC=C(C=C1)CNC(=O)CCNNC(=O)C2=CC=NC=C2,1.69
C1=CC(=CN=C1)C(=O)NCCO[N+](=O)[O-],1.11
CN1CCCC1C2=CN=CC=C2,5.34
C1=CC(=CN=C1)C(=O)O,4.01
C1=CC(=CN=C1)C(=O)NCC(=O)O,7.08
CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,1.02
CN1C(=CC(=O)N(C1=O)C)NCCN(CCCC2=CC=C(C=C2)[N+](=O)[O-])CCO,3.21
CN1C(=O)CN=C(C2=C1C=CC(=C2)[N+](=O)[O-])C3=CC=CC=C3,0.98
CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OCCOC,0.94
CC(=O)OC1=CC=CC=C1C(=O)NC2=NC=C(S2)[N+](=O)[O-],1.00
C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3,1.20
CNC(=C[N+](=O)[O-])NCCSCC1=CSC(=N1)CN(C)C,4.65
COC1=C(C=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C(=C3OC)OC)OC)OC)OC,1.00
CCCCC(C(=O)O)N,6.99
C1CC(NC1)C2=CN=CC=C2,5.98
CCCC(C(=O)O)N,4.89
CN1CCC2=CC3=C(C(=C2C1C4C5=C(C(=C(C=C5)OC)OC)C(=O)O4)OC)OCO3,1.31
CC(=O)OCC(C(=O)O)N,7.67
C(COP(=O)(O)O)N,9.23
C(C(C(=O)O)N)OP(=O)(O)O,9.85
CC(C(C(=O)O)N)OP(=O)(O)O,9.74
C(COC(=O)CCC(=O)O)C(C(=O)O)N,8.06
C(CCCCCCCCC(=O)O)CCCCCCCC(=O)O,1.24
CC(C(=O)O)NC(CCCN=C(N)N)C(=O)O,10.28
CC1=CC2=C(NC3=CC=CC=C3N=C2S1)N4CCN(CC4)C,4.56
CCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)C(=O)O)C(C)(C)O,4.76
C[NH+](C)CCC=C1C2=CC=CC=C2COC3=C1C=C(C=C3)CC(=O)[O-],4.41
CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,1.35
CC1=NC=CN1CC2CCC3=C(C2=O)C4=CC=CC=C4N3C,2.83
CCCCCCCCCCCC(CC1C(C(=O)O1)CCCCCC)OC(=O)C(CC(C)C)NC=O,0.89
CC1=CC(=C(C=C1CC2=CN=C(N=C2N)N)OC)OC,4.19
CC1=NC=C(N1CC(CCl)O)[N+](=O)[O-],1.08
C(CC(C(=O)O)N)CN,9.60
C1=CC=C(C(=C1)[NH3+])S(=O)(=O)[O-],2.52
CCN(CC)CC1CCCCN1CC(=O)N2C3=CC=CC=C3C(=O)NC4=C2N=CC=C4,2.94
C1=CC=C(C=C1)C2=C(OC(=N2)CCC(=O)O)C3=CC=CC=C3,1.11
C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O,1.37
C1=CC(=C(C=C1Cl)Cl)CON=C(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl,1.08
CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O,4.58
CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)O)O4)O,5.50
CC[N+](C)(CC)CCOC(=O)C(C1CCCCC1)(C2=CC=CC=C2)O,2.01
CC1(C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)[O-])C(=O)N)[NH+](C)C)O)O,6.16
C1=CC(=CC=C1CN2C=CN=C2)C=CC(=O)O,2.99
COC1=CC=C(C=C1)C(=O)O,1.30
C1CC2CN(C(=O)C3=C2C(=CC=C3)C1)C4CN5CCC4CC5,4.05
COC1=C(C(=NC=C1)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC(F)F)OC,1.21
COC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OC)OC)OC,1.54
CCOP(=O)(OCC)OC1=CC=C(C=C1)[N+](=O)[O-],1.02
CCC(=O)NS(=O)(=O)C1=CC=C(C=C1)C2=C(ON=C2C3=CC=CC=C3)C,0.98
C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4,3.08
CC1COC2=C3N1C=C(C(=O)C3=CC(=C2C4(CC4)N)F)C(=O)O,2.49
CC1=C(SC(=C1C(=O)C2=CC(=CC=C2)C(F)(F)F)N)C,0.94
CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CC[NH+](CC3)C)F)C(=O)[O-],3.65
C1=CC=C(C=C1)C2C(=O)N=C(O2)N,1.39
C1=NC2=C(N1CCC(CO)CO)NC(=NC2=O)N,6.71
CC(=O)CCCCN1C(=O)C2=C(N=CN2C)N(C1=O)C,1.09
CCCN1CC(CC2C1CC3=CNC4=CC=CC2=C34)CSC,2.41
C1CCC2C(C1)C(=O)N(C2=O)CCCCN3CCN(CC3)C4=NSC5=CC=CC=C54,2.14
CC1C(OCCN1C)C2=CC=CC=C2,2.52
C1=CC=C(C=C1)CCNN,4.45
CC(=O)OCCC1=CC=CC=C1,1.02
C1=CC=C(C=C1)CCN,4.87
C1=CC=C(C=C1)CC=O,5.40
C1=CC=C(C=C1)CC(=O)NCC(=O)O,2.88
C1=CC=C(C=C1)C(CN)O,5.51
C1=CC=C(C=C1)OP(=O)(O)O,7.05
CC(C(C1=CC=CC=C1)O)N,5.29
C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2O)O)O)O,1.50
C1=CC=C(C=C1)C(=O)C2=C(C=C(C=C2O)O)O,1.34
C1=C(C=C(C=C1O)O)O,1.15
C[N+](C)(C)CCOP(=O)(O)O,9.19
C=C(C(=O)[O-])OP(=O)([OH2+])O,9.05
C(C(=O)O)P(=O)(O)O,9.73
C1=CC(=CC=C1CC(C(=O)O)N)OP(=O)(O)O,9.72
C1=CC=C(C(=C1)C(=O)O)C(=O)O,1.15
CC12CCN(C1N(C3=C2C=C(C=C3)OC(=O)NC)C)C,3.17
CCCCCCCCCCCCCCC(C(C(CO)N)O)O,5.18
CC12C3C4C(C(C1(CC5C2(O5)C(=O)O3)O)C(=O)O4)C(C)(C)O,1.21
C1CC(=O)NC1C(=O)N2CSCC2C(=O)O,7.30
CCC1C(COC1=O)CC2=CN=CN2C,2.23
CC(C(C)(C)C)N=C(NC#N)NC1=CC=NC=C1,1.49
CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3,1.11
C1CCN(CC1)C(=O)C=CC=CC2=CC3=C(C=C2)OCO3,1.10
CC1=C(C(=O)N2C=CC=CC2=N1)CCN3CCC(CC3)C(=O)C4=CC=C(C=C4)F,3.50
CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3,1.02
C1CC1C2=NC3=CC=CC=C3C(=C2C=CC(CC(CC(=O)O)O)O)C4=CC=C(C=C4)F,1.36
CN1CCC(=C2C3=C(CCC4=CC=CC=C42)SC=C3)CC1,2.33
CCCNC1CCC2=C(C1)SC(=N2)N,5.70
C1CC1CN2C(=O)CN=C(C3=C2C=CC(=C3)Cl)C4=CC=CC=C4,1.07
COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4=CC=CO4)N)OC,3.75
CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl,2.56
CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,0.97
CCC(=O)NC1=CC(=C(C=C1)Cl)Cl,1.08
CCC(=O)OC(CC1=CC=CC=C1)(C2=CC=CC=C2)C(C)CN(C)C,2.01
COC1=CC(=CC(=C1)C=CC2=CC=C(C=C2)O)OC,0.98
C1=C2C(=NC=N1)N=CN2,2.44
CCOC(=O)COC1=C(C=C(C(=C1)C2=NN(C(=C2Cl)OC(F)F)C)F)Cl,1.02
C1=CC=NC=C1,6.63
CC1=NC=C(C(=C1O)C=O)COP(=O)(O)O,7.70
CC1=NC=C(C(=C1O)CO)CO,3.78
C1CC(=O)NC1C(=O)O,8.71
C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42,2.54
C1=CC(=C(N=C1)C(=O)O)C(=O)O,2.16
CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCCCOC,2.44
CC(=O)SCC(CC1=CC=CC=C1)C(=O)NCC(=O)OCC2=CC=CC=C2,0.95
CCN1CCCC1CNC(=O)C2=C(C(=CC(=C2OC)Cl)Cl)O,2.11
CC1=NC(=O)C2=C(N1)C=CC(=C2)CN(C)C3=CC=C(S3)C(=O)NC(CCC(=O)O)C(=O)O,7.35
CCOC(=O)C(CCC1=CC=CC=C1)[NH2+]C(C)C(=O)N2C3CCCC3CC2C(=O)[O-],1.40
CNC(=C[N+](=O)[O-])NCCSCC1=CC=C(O1)CN(C)C,5.18
CC1=C(C(=CC=C1)C)NC(=O)CN2CCN(CC2)CC(COC3=CC=CC=C3OC)O,2.79
CC(CC1=CC=CC=C1)(C2=CC=CC=C2)NC(=O)CN,4.41
CCOC1=C(C=CC(=C1)CC(=O)NC(CC(C)C)C2=CC=CC=C2N3CCCCC3)C(=O)O,1.01
C1=CC(=CC=C1C=CC2=CC(=CC(=C2)O)O)O,1.41
CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(CO)O)O)O,6.00
CC1C=CC=C(C(=O)NC2=C3C(=NC4(N3)CCN(CC4)CC(C)C)C5=C6C(=C(C(=C5C2=O)O)C)OC(C6=O)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C,2.76
CC1C=CC=C(C(=O)NC2=C(C3=C(C(=C4C(=C3C(=O)C2=CNN5CCN(CC5)C6CCCC6)C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C,1.81
CC1C=CC=C(C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)OC(C4=O)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C5=C2N6C=CC(=CC6=N5)C)O)C,1.18
C1=CC2=C(C=C1OC(F)(F)F)SC(=N2)N,1.03
CC1CN(CC(N1)C)CCCN2C3=CC=CC=C3C4=CC=CC=C42,2.87
CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,3.52
CC(C)C1=NC(=CS1)CN(C)C(=O)NC(C(C)C)C(=O)NC(CC2=CC=CC=C2)CC(C(CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O,1.15
CN(C)CCC1=CNC2=C1C=C(C=C2)CN3C=NC=N3,5.11
COC1=C(C=C(C=C1)C2CC(=O)NC2)OC3CCCC3,1.12
CCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C,2.42
CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC=CC=N3,1.24
CC(=O)OCC(=O)NCCCOC1=CC=CC(=C1)CN2CCCCC2,3.01
COC1=CC2=C(C=C1)NC=C2C3=CCNCC3,4.61
CN1CCN(CC1)C2=C(C=C3C4=C2SCCN4C=C(C3=O)C(=O)O)F,4.65
CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O,6.60
C[S+](CCC(C(=O)[O-])N)CC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)O,9.70
C1=CC=C(C=C1)CCCCOCCCCCCNCC(C2=CC(=C(C=C2)O)CO)O,4.75
CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(C(CC3=CC=CC=C3)NC(=O)C(CC(=O)N)NC(=O)C4=NC5=CC=CC=C5C=C4)O,2.85
CNCC(=O)O,7.82
CN1CCC2(CC3=NC4=CC=CC=C4C=C3CC2C1)C5=CC(=CC=C5)O,5.11
CN1C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4,3.75
COC1=C(C=C2C(=C1)C=CC(=O)O2)O,1.16
CC1=NC=C(N1CC(C)O)[N+](=O)[O-],1.12
CC(CC1=CC=CC=C1)N(C)CC#C,1.48
CNC1CCC(C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl,2.67
